row_id,timestamp,alarm_id,confidence,classification,is_anomaly,model_type,processing_time,enrichment_data,taa_decision,alert_severity,source_ip,destination_ip,protocol,attack_category,enhanced_classification,enhanced_confidence,threat_score,enhanced_is_anomaly,classification_reasoning,enhanced_processing_time
242,"2025-07-23 11:00:49,936",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004385,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.00014495849609375
243,"2025-07-23 11:00:49,936",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004326,present,alert_received,low,,,tcp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.00015401840209960938
244,"2025-07-23 11:00:49,945",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.005289,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015211105346679688
245,"2025-07-23 11:00:49,945",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004473,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003581047058105469
246,"2025-07-23 11:00:49,948",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003573,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0007317066192626953
247,"2025-07-23 11:00:49,948",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003914,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0013422966003417969
248,"2025-07-23 11:00:49,950",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.003887,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.0012199878692626953
249,"2025-07-23 11:00:49,950",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004854,present,alert_received,high,,,tcp,Exploits,critical,0.95,13.5,True,Attack category 'Exploits' (score: 5.0); Severity level 'high' (score: 3.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown; Contextual threats detected (score: 1.5),0.0004849433898925781
250,"2025-07-23 11:01:21,287",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004132,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002930164337158203
251,"2025-07-23 11:01:21,287",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004511,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00017714500427246094
252,"2025-07-23 11:01:21,300",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003696,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00034880638122558594
253,"2025-07-23 11:01:21,300",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004202,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0005998611450195312
254,"2025-07-23 11:01:21,300",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004655,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003020763397216797
255,"2025-07-23 11:01:21,301",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004069,present,alert_received,low,,,udp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.0001690387725830078
256,"2025-07-23 11:01:21,302",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004146,present,unknown,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015497207641601562
257,"2025-07-23 11:01:21,303",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.004959,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001552104949951172
258,"2025-07-23 11:01:21,304",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003531,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014781951904296875
259,"2025-07-23 11:01:21,305",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004471,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014495849609375
260,"2025-07-23 11:01:21,306",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004045,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014400482177734375
261,"2025-07-23 11:01:21,306",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.00519,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014209747314453125
262,"2025-07-23 11:01:21,422",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004473,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014972686767578125
263,"2025-07-23 11:01:21,422",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003196,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00022721290588378906
264,"2025-07-23 11:01:21,435",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003914,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002491474151611328
265,"2025-07-23 11:01:21,436",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.003974,present,alert_received,high,,,tcp,Exploits,critical,0.95,13.5,True,Attack category 'Exploits' (score: 5.0); Severity level 'high' (score: 3.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown; Contextual threats detected (score: 1.5),0.00018215179443359375
266,"2025-07-23 11:01:21,470",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004326,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.0003962516784667969
267,"2025-07-23 11:01:21,470",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004258,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015306472778320312
268,"2025-07-23 11:01:21,482",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004854,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits,critical,0.95,10.0,True,Attack category 'Exploits' (score: 5.0); Severity level 'high' (score: 3.0); Low confidence score 0.2 indicates potential evasion,0.00014090538024902344
269,"2025-07-23 11:01:21,482",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004267,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002989768981933594
270,"2025-07-23 11:01:52,849",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.00519,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003941059112548828
271,"2025-07-23 11:01:52,849",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.0037,present,alert_received,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001850128173828125
272,"2025-07-23 11:01:52,858",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004511,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001499652862548828
273,"2025-07-23 11:01:52,858",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.004033,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001480579376220703
274,"2025-07-23 11:01:52,867",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003196,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003910064697265625
275,"2025-07-23 11:01:52,867",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004558,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002391338348388672
276,"2025-07-23 11:01:52,877",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004202,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00016188621520996094
277,"2025-07-23 11:01:52,877",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004223,present,alert_received,low,,,tcp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.00015211105346679688
278,"2025-07-23 11:01:52,893",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004069,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.00015115737915039062
279,"2025-07-23 11:01:52,893",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004085,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015020370483398438
280,"2025-07-23 11:01:52,894",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.003531,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
281,"2025-07-23 11:01:52,894",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004882,present,alert_received,low,,,tcp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.00014090538024902344
282,"2025-07-23 11:01:52,898",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004045,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002579689025878906
283,"2025-07-23 11:01:52,898",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.00369,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015783309936523438
284,"2025-07-23 11:01:52,931",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.003974,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits,critical,0.95,10.0,True,Attack category 'Exploits' (score: 5.0); Severity level 'high' (score: 3.0); Low confidence score 0.2 indicates potential evasion,0.0001468658447265625
285,"2025-07-23 11:01:52,931",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004232,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014519691467285156
286,"2025-07-23 11:01:52,958",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004267,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001461505889892578
287,"2025-07-23 11:01:52,959",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004478,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014328956604003906
288,"2025-07-23 11:01:52,971",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004258,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014710426330566406
289,"2025-07-23 11:01:52,971",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.005376,present,alert_received,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00029206275939941406
290,"2025-07-23 11:02:24,561",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004882,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.00020313262939453125
291,"2025-07-23 11:02:24,561",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004837,present,alert_received,low,,,udp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.00014781951904296875
292,"2025-07-23 11:02:24,563",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.00369,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014710426330566406
293,"2025-07-23 11:02:24,563",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004923,present,alert_received,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014901161193847656
294,"2025-07-23 11:02:24,570",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004558,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001480579376220703
295,"2025-07-23 11:02:24,572",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004004,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001418590545654297
296,"2025-07-23 11:02:24,579",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004223,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.00013589859008789062
297,"2025-07-23 11:02:24,579",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.005705,present,alert_received,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
298,"2025-07-23 11:02:24,581",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.004033,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001437664031982422
299,"2025-07-23 11:02:24,581",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004172,present,alert_received,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001437664031982422
300,"2025-07-23 11:02:24,584",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.0037,present,unknown,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014209747314453125
301,"2025-07-23 11:02:24,584",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004552,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014710426330566406
302,"2025-07-23 11:02:24,588",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.005376,present,unknown,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014710426330566406
303,"2025-07-23 11:02:24,588",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004215,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
304,"2025-07-23 11:02:24,596",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004085,present,unknown,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014495849609375
305,"2025-07-23 11:02:24,596",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004571,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014495849609375
306,"2025-07-23 11:02:24,599",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004232,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
307,"2025-07-23 11:02:24,599",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004466,present,alert_received,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
308,"2025-07-23 11:02:24,631",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004478,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014591217041015625
309,"2025-07-23 11:02:24,632",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00388,present,alert_received,low,,,tcp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.0001430511474609375
310,"2025-07-23 11:02:56,265",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004466,present,unknown,,149.171.126.7,149.171.126.3,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001480579376220703
311,"2025-07-23 11:02:56,265",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004923,present,unknown,,149.171.126.7,149.171.126.10,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014495849609375
312,"2025-07-23 11:02:56,268",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004215,present,unknown,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014209747314453125
313,"2025-07-23 11:02:56,266",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.005283,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014901161193847656
314,"2025-07-23 11:02:56,268",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.00392,present,alert_received,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003600120544433594
315,"2025-07-23 11:02:56,265",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004357,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00030994415283203125
316,"2025-07-23 11:02:56,271",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004004,present,unknown,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0006949901580810547
317,"2025-07-23 11:02:56,271",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004445,present,alert_received,,149.171.126.7,149.171.126.9,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0003268718719482422
318,"2025-07-23 11:02:56,265",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.005705,present,unknown,,149.171.126.7,149.171.126.8,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0002918243408203125
319,"2025-07-23 11:02:56,273",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.003775,present,alert_received,low,,,udp,Normal,suspicious,0.8500000000000001,5.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion; Source IP nan reputation: unknown,0.0003190040588378906
320,"2025-07-23 11:02:56,285",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00388,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal,low_risk,0.65,3.0,True,Severity level 'low' (score: 1.0); Low confidence score 0.2 indicates potential evasion,0.00020313262939453125
321,"2025-07-23 11:02:56,285",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004295,present,alert_received,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00017118453979492188
322,"2025-07-23 11:02:56,292",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004552,present,unknown,,149.171.126.7,149.171.126.6,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015687942504882812
323,"2025-07-23 11:02:56,293",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003874,present,alert_received,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00015687942504882812
324,"2025-07-23 11:02:56,298",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004172,present,unknown,,149.171.126.7,175.45.176.0,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.0001499652862548828
325,"2025-07-23 11:02:56,298",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004314,present,alert_received,,149.171.126.7,149.171.126.7,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014901161193847656
326,"2025-07-23 11:02:56,302",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.004571,present,unknown,,149.171.126.7,175.45.176.1,tcp,,suspicious,0.7,4.0,True,Low confidence score 0.2 indicates potential evasion; Source IP 149.171.126.7 reputation: unknown,0.00014901161193847656
