row_id,timestamp,alarm_id,confidence,classification,is_anomaly,model_type,processing_time,enrichment_data,taa_decision,alert_severity,source_ip,destination_ip,protocol,attack_category
903,"2025-07-23 11:19:43,301",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.00429,present,alert_received,high,,,tcp,Exploits
904,"2025-07-23 11:20:13,972",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004705,present,unknown,,149.171.126.7,149.171.126.3,tcp,
905,"2025-07-23 11:20:13,972",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003824,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
906,"2025-07-23 11:20:13,972",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.00408,present,unknown,,149.171.126.7,149.171.126.9,tcp,
907,"2025-07-23 11:20:13,973",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004069,present,unknown,,149.171.126.7,149.171.126.3,tcp,
908,"2025-07-23 11:20:13,973",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004271,present,unknown,,149.171.126.7,149.171.126.9,tcp,
909,"2025-07-23 11:20:13,973",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003894,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
910,"2025-07-23 11:20:13,973",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.00513,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
911,"2025-07-23 11:20:13,974",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004911,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
912,"2025-07-23 11:20:14,449",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.005055,present,unknown,,149.171.126.7,149.171.126.3,tcp,
913,"2025-07-23 11:20:14,449",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.005189,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
914,"2025-07-23 11:20:14,557",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.00429,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
915,"2025-07-23 11:20:14,557",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003972,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
916,"2025-07-23 11:20:35,793",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.00483,present,unknown,,149.171.126.7,175.45.176.1,tcp,
917,"2025-07-23 11:20:35,793",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004428,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
918,"2025-07-23 11:20:35,796",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.003892,present,unknown,,149.171.126.7,175.45.176.0,tcp,
919,"2025-07-23 11:20:35,797",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.003842,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
920,"2025-07-23 11:20:35,798",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004741,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
921,"2025-07-23 11:20:35,798",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.005488,present,alert_received,high,,,tcp,Exploits
922,"2025-07-23 11:20:35,799",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.00443,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
923,"2025-07-23 11:20:35,799",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.005443,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
924,"2025-07-23 11:20:45,739",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.005189,present,unknown,,149.171.126.7,149.171.126.7,tcp,
925,"2025-07-23 11:20:45,739",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003985,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
926,"2025-07-23 11:20:45,824",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003972,present,unknown,,149.171.126.7,149.171.126.7,tcp,
927,"2025-07-23 11:20:45,824",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.00465,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
928,"2025-07-23 11:21:06,809",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004911,present,unknown,,149.171.126.7,175.45.176.0,tcp,
929,"2025-07-23 11:21:06,810",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004606,present,alert_received,,149.171.126.7,149.171.126.8,tcp,
930,"2025-07-23 11:21:06,810",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.00513,present,unknown,,149.171.126.7,175.45.176.1,tcp,
931,"2025-07-23 11:21:06,811",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003894,present,unknown,,149.171.126.7,149.171.126.7,tcp,
932,"2025-07-23 11:21:06,811",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004181,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
933,"2025-07-23 11:21:06,811",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003899,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
934,"2025-07-23 11:21:06,811",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003824,present,unknown,,149.171.126.7,175.45.176.1,tcp,
935,"2025-07-23 11:21:06,812",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003943,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
936,"2025-07-23 11:21:07,119",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004428,present,unknown,,149.171.126.7,175.45.176.0,tcp,
937,"2025-07-23 11:21:07,119",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.005122,present,alert_received,low,,,udp,Normal
938,"2025-07-23 11:21:07,132",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.003842,present,unknown,,149.171.126.7,149.171.126.3,tcp,
939,"2025-07-23 11:21:07,132",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.005035,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
940,"2025-07-23 11:21:07,133",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.005443,present,unknown,,149.171.126.7,175.45.176.0,tcp,
941,"2025-07-23 11:21:07,133",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003964,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
942,"2025-07-23 11:21:07,136",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.005488,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
943,"2025-07-23 11:21:07,136",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004161,present,alert_received,high,,,tcp,Exploits
944,"2025-07-23 11:21:17,060",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003985,present,unknown,,149.171.126.7,175.45.176.1,tcp,
945,"2025-07-23 11:21:17,060",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.005078,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
946,"2025-07-23 11:21:17,107",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.00465,present,unknown,,149.171.126.7,149.171.126.10,tcp,
947,"2025-07-23 11:21:17,107",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003844,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
948,"2025-07-23 11:21:38,265",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004606,present,unknown,,149.171.126.7,149.171.126.8,tcp,
949,"2025-07-23 11:21:38,266",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.003841,present,alert_received,,149.171.126.7,149.171.126.6,tcp,
950,"2025-07-23 11:21:38,272",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003899,present,unknown,,149.171.126.7,149.171.126.3,tcp,
951,"2025-07-23 11:21:38,273",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.003957,present,alert_received,low,,,tcp,Normal
952,"2025-07-23 11:21:38,273",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004181,present,unknown,,149.171.126.7,149.171.126.9,tcp,
953,"2025-07-23 11:21:38,273",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.00443,present,alert_received,high,,,tcp,Exploits
954,"2025-07-23 11:21:38,274",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003943,present,unknown,,149.171.126.7,149.171.126.3,tcp,
955,"2025-07-23 11:21:38,274",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003423,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
956,"2025-07-23 11:21:38,490",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.005035,present,unknown,,149.171.126.7,149.171.126.7,tcp,
957,"2025-07-23 11:21:38,491",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004397,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
958,"2025-07-23 11:21:38,491",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003964,present,unknown,,149.171.126.7,149.171.126.7,tcp,
959,"2025-07-23 11:21:38,491",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004144,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
960,"2025-07-23 11:21:38,493",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.005122,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
961,"2025-07-23 11:21:38,493",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.005352,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
962,"2025-07-23 11:21:38,495",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004161,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
963,"2025-07-23 11:21:38,495",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004499,present,alert_received,,149.171.126.7,149.171.126.8,tcp,
964,"2025-07-23 11:21:48,374",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.005078,present,unknown,,149.171.126.7,175.45.176.0,tcp,
965,"2025-07-23 11:21:48,374",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004729,present,alert_received,low,,,tcp,Normal
966,"2025-07-23 11:22:07,500",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.003844,present,unknown,,149.171.126.7,149.171.126.10,tcp,
967,"2025-07-23 11:22:07,500",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.004168,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
968,"2025-07-23 11:22:09,602",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.003841,present,unknown,,149.171.126.7,149.171.126.6,tcp,
969,"2025-07-23 11:22:09,602",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003858,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
970,"2025-07-23 11:22:09,628",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.003957,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
971,"2025-07-23 11:22:09,628",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004522,present,alert_received,low,,,udp,Normal
972,"2025-07-23 11:22:09,670",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.00443,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
973,"2025-07-23 11:22:09,670",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004898,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
974,"2025-07-23 11:22:09,673",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.003423,present,unknown,,149.171.126.7,175.45.176.0,tcp,
975,"2025-07-23 11:22:09,673",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004379,present,alert_received,low,,,tcp,Normal
976,"2025-07-23 11:22:09,866",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004397,present,unknown,,149.171.126.7,149.171.126.3,tcp,
977,"2025-07-23 11:22:09,866",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003766,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
978,"2025-07-23 11:22:09,866",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004144,present,unknown,,149.171.126.7,175.45.176.1,tcp,
979,"2025-07-23 11:22:09,867",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003615,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
980,"2025-07-23 11:22:09,868",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.005352,present,unknown,,149.171.126.7,149.171.126.3,tcp,
981,"2025-07-23 11:22:09,868",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004014,present,alert_received,high,,,tcp,Exploits
982,"2025-07-23 11:22:09,875",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004499,present,unknown,,149.171.126.7,149.171.126.8,tcp,
983,"2025-07-23 11:22:09,875",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004219,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
984,"2025-07-23 11:22:26,820",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004729,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
985,"2025-07-23 11:22:26,820",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00354,present,alert_received,low,,,tcp,Normal
986,"2025-07-23 11:22:41,842",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.004168,present,unknown,,149.171.126.7,149.171.126.3,tcp,
987,"2025-07-23 11:22:41,842",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004678,present,alert_received,,149.171.126.7,149.171.126.8,tcp,
988,"2025-07-23 11:22:43,396",fffe2be9-9dee-4f85-b5ad-5a5a1137d8ee,0.2,benign,False,supervised_v1,0.003615,present,unknown,,149.171.126.7,175.45.176.1,tcp,
989,"2025-07-23 11:22:43,396",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004329,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
990,"2025-07-23 11:22:43,398",ffff3d7a-eb50-43c0-9658-4ebd93d404cd,0.2,benign,False,supervised_v1,0.004898,present,unknown,,149.171.126.7,175.45.176.0,tcp,
991,"2025-07-23 11:22:43,405",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004014,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
992,"2025-07-23 11:22:43,406",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004246,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
993,"2025-07-23 11:22:43,405",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.00364,present,alert_received,low,,,tcp,Normal
994,"2025-07-23 11:22:43,407",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004522,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
995,"2025-07-23 11:22:43,407",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.004219,present,unknown,,149.171.126.7,149.171.126.9,tcp,
996,"2025-07-23 11:22:43,408",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.003776,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
997,"2025-07-23 11:22:43,409",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004124,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
998,"2025-07-23 11:22:43,411",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.003766,present,unknown,,149.171.126.7,149.171.126.3,tcp,
999,"2025-07-23 11:22:43,411",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004905,present,alert_received,,149.171.126.7,149.171.126.10,tcp,
1000,"2025-07-23 11:22:43,413",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004379,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1001,"2025-07-23 11:22:43,413",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003824,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
1002,"2025-07-23 11:22:55,699",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003858,present,unknown,,149.171.126.7,175.45.176.1,tcp,
1003,"2025-07-23 11:22:55,699",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.003993,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
1004,"2025-07-23 11:23:09,158",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.00354,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1005,"2025-07-23 11:23:09,158",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004207,present,alert_received,low,,,tcp,Normal
1006,"2025-07-23 11:23:12,260",fffec939-e76f-489c-89fc-ca440f4e4065,0.2,benign,False,supervised_v1,0.004124,present,unknown,,149.171.126.7,175.45.176.1,tcp,
1007,"2025-07-23 11:23:12,260",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004091,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
1008,"2025-07-23 11:23:13,174",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004678,present,unknown,,149.171.126.7,149.171.126.8,tcp,
1009,"2025-07-23 11:23:13,174",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004307,present,alert_received,low,,,tcp,Normal
1010,"2025-07-23 11:23:18,790",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.003824,present,unknown,,149.171.126.7,149.171.126.7,tcp,
1011,"2025-07-23 11:23:18,790",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004329,present,unknown,,149.171.126.7,149.171.126.9,tcp,
1012,"2025-07-23 11:23:18,790",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004799,present,alert_received,high,,,tcp,Exploits
1013,"2025-07-23 11:23:18,791",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004739,present,alert_received,low,,,udp,Normal
1014,"2025-07-23 11:23:18,826",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004246,present,unknown,,149.171.126.7,175.45.176.0,tcp,
1015,"2025-07-23 11:23:18,826",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004455,present,alert_received,low,,,tcp,Normal
1016,"2025-07-23 11:23:18,826",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.00364,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1017,"2025-07-23 11:23:18,826",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004644,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
1018,"2025-07-23 11:23:18,826",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.003776,present,unknown,,149.171.126.7,175.45.176.1,tcp,
1019,"2025-07-23 11:23:18,827",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.005458,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
1020,"2025-07-23 11:23:18,844",fffe6903-7ba6-4d6c-99d9-2748065d359c,0.2,benign,False,supervised_v1,0.004905,present,unknown,,149.171.126.7,149.171.126.10,tcp,
1021,"2025-07-23 11:23:18,845",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004172,present,alert_received,,149.171.126.7,149.171.126.8,tcp,
1022,"2025-07-23 11:23:27,010",ffff42ac-9696-4add-8d6b-18dabe4f13cd,0.2,benign,False,supervised_v1,0.003993,present,unknown,,149.171.126.7,149.171.126.9,tcp,
1023,"2025-07-23 11:23:27,010",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004924,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
1024,"2025-07-23 11:23:40,505",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004207,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1025,"2025-07-23 11:23:40,505",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004135,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
1026,"2025-07-23 11:23:43,542",fffdd748-ce59-470b-8a26-51c5c6fafedb,0.2,benign,False,supervised_v1,0.004091,present,unknown,,149.171.126.7,149.171.126.7,tcp,
1027,"2025-07-23 11:23:43,542",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004114,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
1028,"2025-07-23 11:23:44,457",fffdbb36-a8fa-4b6d-b13f-310ab40ae70f,0.2,benign,False,supervised_v1,0.004307,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1029,"2025-07-23 11:23:44,457",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004771,present,alert_received,,149.171.126.7,149.171.126.9,tcp,
1030,"2025-07-23 11:23:50,188",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004799,present,unknown,high,10.45.254.19,10.45.254.19,tcp,Exploits
1031,"2025-07-23 11:23:50,188",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.004205,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
1032,"2025-07-23 11:23:50,188",fffedf8b-0c5a-456b-a4df-0d9d63dc9b6e,0.2,benign,False,supervised_v1,0.004739,present,unknown,low,10.45.254.19,10.45.254.19,udp,Normal
1033,"2025-07-23 11:23:50,190",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.003779,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
1034,"2025-07-23 11:23:50,199",fffe5e88-2eb2-496d-b8c1-5b6384c671fc,0.2,benign,False,supervised_v1,0.005458,present,unknown,,149.171.126.7,149.171.126.3,tcp,
1035,"2025-07-23 11:23:50,200",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.004536,present,alert_received,high,,,tcp,Exploits
1036,"2025-07-23 11:23:50,200",fffecaf2-2285-4a82-bbb1-f2f7997e0871,0.2,benign,False,supervised_v1,0.004455,present,unknown,low,10.45.254.19,10.45.254.19,tcp,Normal
1037,"2025-07-23 11:23:50,201",fffe4c18-aa5d-49c4-b20b-0ec5c1a2eab4,0.2,benign,False,supervised_v1,0.004407,present,alert_received,,149.171.126.7,149.171.126.6,tcp,
1038,"2025-07-23 11:23:50,207",fffebe10-6e8d-4de8-8a46-b1379dc71bd7,0.2,benign,False,supervised_v1,0.004644,present,unknown,,149.171.126.7,149.171.126.3,tcp,
1039,"2025-07-23 11:23:50,207",fffdd837-cb97-4d2c-98d7-30ec18af5342,0.2,benign,False,supervised_v1,0.003608,present,alert_received,,149.171.126.7,149.171.126.7,tcp,
1040,"2025-07-23 11:23:50,233",fffe2bdf-fc45-4e35-b24c-35157f107d3f,0.2,benign,False,supervised_v1,0.004172,present,unknown,,149.171.126.7,149.171.126.8,tcp,
1041,"2025-07-23 11:23:50,233",ffff907d-679a-4ff0-84c4-93342727b2a2,0.2,benign,False,supervised_v1,0.003676,present,alert_received,high,,,tcp,Exploits
1042,"2025-07-23 11:23:58,299",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.004924,present,unknown,,149.171.126.7,175.45.176.0,tcp,
1043,"2025-07-23 11:23:58,299",ffff50cc-ab53-433b-972b-07a5b358c214,0.2,benign,False,supervised_v1,0.003959,present,alert_received,,149.171.126.7,175.45.176.1,tcp,
1044,"2025-07-23 11:24:11,792",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.004135,present,unknown,,149.171.126.7,149.171.126.3,tcp,
1045,"2025-07-23 11:24:11,792",ffff0689-6a03-4847-9fbc-8ff4f79f19df,0.2,benign,False,supervised_v1,0.003543,present,alert_received,,149.171.126.7,149.171.126.3,tcp,
1046,"2025-07-23 11:24:14,815",fffee702-8fca-467c-b951-eb5481629f0f,0.2,benign,False,supervised_v1,0.004114,present,unknown,,149.171.126.7,175.45.176.1,tcp,
1047,"2025-07-23 11:24:14,815",ffff73fb-bbd6-4259-806a-eaf64deb471e,0.2,benign,False,supervised_v1,0.0052,present,alert_received,,149.171.126.7,175.45.176.0,tcp,
1048,"2025-07-23 11:24:15,735",fffe0cd3-a9b9-4647-88d2-4d7fce9de35e,0.2,benign,False,supervised_v1,0.004771,present,unknown,,149.171.126.7,149.171.126.9,tcp,
